MLSNumber,Address,BuildingName,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,Acres,LotDimensions,LotDescription,FeeIncludes,Age,InteriorSqFt,Interior SqFt Source,AboveGradeSqFt,BelowGradeSqFt,PropertyCondition,Bedrooms,Baths,BathsFull,PartialBaths,Design,Style,NumberofStories,RoomCount,InteriorFeatures,Flooring,Central Air YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,ElectricalSystem,Water,Sewer,Fireplace YN,FireplaceCount,FireplaceFeatures,KitchenAppliancesFeatures,CookingFuel,Other Rooms,LaundryHookUps,Basement YN,BasementType,BasementDescription,BasementFootprintPct,BasementFinishedPct,Garage YN,GarageSpaces,GarageFeatures,Parking,ExteriorFeatures,ExteriorMaterial,Main Roof,Foundation,PorchDeck,SwimmingPoolType,OtherStructures
DENC2007358,24 Fluvanna Ct,,FeeSimple,No,No,No,,,Detached,0.16,60.00 x 115.00,"Culdesac,FrontYard,RearYard",,1965,2334,Assessor,1750,584,VeryGood,3,2,1,1,One,Rancher,"Lower1,Main",,"Attic,Bar,Carpet,CeilngFans,DiningArea,StoreOffice,UpgradedCountertops","Carpet,Hardwood,Laminated",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,0,Electric,"Dishwasher, Extra Refrigerator/Freezer, Stainless Steel Appliances","Dishwasher, Extra Refrigerator/Freezer, Stainless Steel Appliances",,LowFlrLndry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,ConcreteDriveway,ConcreteDriveway,,Brick,"Pitched,Shingle",ConcretePerimeter,"Porches,Screened",,
DENC2005016,18 Michie Rd,NONE AVAILABLE,FeeSimple,No,No,Yes,$20 ,Annually,Detached,0.22,60x141,BacksParkland,SnowRemoval,1969,1800,Estimated,1600,200,,3,2,2,,Two,Colonial,"Main,Upper1",,,Laminated,Yes,CentralAC,NaturalGas,Central,NaturalGas,100AmpService,Public,PublicSewer,,,,,,,,Yes,Full,Full,,,No,,,,Outbuildings,VinylSiding,Asphalt,Other,,,
DENC2001106,144 W Independence Blvd,,FeeSimple,No,No,No,,,Detached,0.21,85.70 x 100.00,Corner,,1973,2115,Assessor,1875,240,,4,2,1,1,Two,Colonial,Main,,,,Yes,CentralAC,Oil,Other,Electric,,Public,NoSepticSystem,Yes,1,Wood,,,,MainFlrLndry,Yes,Partial,Partial,,,No,,,,,"AluminumSiding,Asbestos,VinylSiding",,,,,
DENC528194,51 Ivy Ln,,FeeSimple,No,No,No,,,Detached,0.16,60.00 x 121.10,,,1966,1075,Assessor,1075,0,Good,3,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,"Dryer, Oven/Range - Gas, Refrigerator, Washer","Dryer, Oven/Range - Gas, Refrigerator, Washer",,MainFlrLndry,Yes,PartiallyFinished,PartiallyFinished,,,No,,,,,Brick,Shingle,,,,
DENC527982,110 W Roosevelt Ave,,FeeSimple,No,No,No,,,Detached,0.15,65.00 x 100.00,,,1942,1450,Assessor,1450,0,,4,2,1,1,OneandaHalf,CapeCod,"Main,Upper1",,"Carpet,CeilngFans,ComboKitchenDining,RecessedLighting,WoodFloors",,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,Yes,1,Wood,,,,BsmtLaundry,Yes,"Full,Unfinished","Full,Unfinished",,,Yes,1,,,,"Brick,VinylSiding",Shingle,,Patios,,
DENC526524,118 Robinson Dr,,FeeSimple,No,No,No,,,Detached,0.15,63.70 x 110.00,,,1952,1650,Estimated,1650,0,,4,2,2,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,Central,60PlusGallonTank,,Public,PublicSewer,,0,,,,,,No,,,,,No,,,,,VinylSiding,,,,,
DENC526432,817 Moores Ln,,FeeSimple,No,No,No,,,Detached,0.17,66.00 x 132.10,,,1955,1525,Assessor,1525,0,Excellent,4,2,2,,One,Rancher,Main,,,,Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,Electric,200PlusAmpService,Public,PublicSewer,,1,,,,,,No,,,,,Yes,1,,,,VinylSiding,,,,,
DENC527130,129 Casimir Dr,,FeeSimple,No,No,No,,,Detached,0.21,65.80 x 126.10,BackstoTrees,,1971,2635,Assessor,1975,660,,3,2,1,1,One,Rancher,"Lower1,Main",,"Attic,Carpet,CeilngFans,DiningArea,WetDryBar,WoodFloors","Carpet,CeramicTile,Vinyl,Wood",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,1,BrickFirePl,"Cooktop, Dishwasher, Oven - Wall, Oven/Range - Electric, Refrigerator, Water Heater","Cooktop, Dishwasher, Oven - Wall, Oven/Range - Electric, Refrigerator, Water Heater",,,Yes,Full,Full,,,No,,,,,Brick,Shingle,,Porches,,
DENC2017816,33 Berkely Way,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.19,85.60 x 130.00,,,1980,1375,Assessor,1375,0,,4,2,1,1,Two,Traditional,"Main,Upper1",,,,Yes,CentralAC,Electric,HeatPumps,Electric,"200PlusAmpService,CircuitBreakers",Public,PublicSewer,,0,,,,,,No,,,,,No,,,,,"AluminumSiding,Brick,VinylSiding","Pitched,Shingle",Slab,,,
DENC2020024,145 Casimir Dr,,FeeSimple,No,No,No,,,Detached,0.2,70.00 x 125.00,,,1971,2635,Assessor,1975,660,,4,2,1,1,One,Rancher,"Lower1,Main",,KitchenEatIn,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Fuses,Public,PublicSewer,,0,,,,,BsmtLaundry,Yes,"DaylightPartial,Heated,Improved,InteriorAccess,OutsideEntrance,PartiallyFinished,RoughBathPlumb","DaylightPartial,Heated,Improved,InteriorAccess,OutsideEntrance,PartiallyFinished,RoughBathPlumb",,,No,,,,,Brick,,Block,,,
DENC2013032,327 E Hazeldell Ave,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.1,,,,1988,1200,Assessor,1200,0,,3,3,3,,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,,,,,,,No,,,,,No,,,,Sidewalks,Stucco,,Block,,,
DENC2012706,18 Yeates Dr,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.18,,,,1966,2445,Estimated,1800,645,,3,2,1,1,Two,SplitLevel,"Lower1,Main,Upper1",3,,Hardwood,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,,,,,,,,Yes,Full,Full,,,Yes,1,,,Sidewalks,VinylSiding,,ConcretePerimeter,,,
DENC2012698,26 Valley Forge Rd,,FeeSimple,No,No,No,,,Detached,0.17,70.00 x 105.00,,,1977,1550,Assessor,1550,0,,3,2,1,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,Oil,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,"DrainageSystem,Unfinished","DrainageSystem,Unfinished",,,Yes,1,ConcreteDriveway,ConcreteDriveway,,"Asbestos,Brick",,ConcretePerimeter,,,
DENC2000133,7 Wellesley Ct,,FeeSimple,No,No,No,,,Detached,0.16,50.00 x 135.00,Culdesac,,1978,1750,Assessor,1750,0,,3,1,1,,Two,Colonial,"Lower1,Main,Upper1",6,,Laminated,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,BsmtLaundry,Yes,Partial,Partial,75,0,No,,ConcreteDriveway,ConcreteDriveway,,"AluminumSiding,VinylSiding",,Block,,,
DENC2003874,54 S Purdue Ave,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1949,1250,Assessor,1250,0,,3,2,2,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,No,,,,,Yes,2,,,,"Asbestos,VinylSiding",ArchitecturalShingle,,Patios,,
DENC528224,62 University Ave,,FeeSimple,No,No,No,,,Detached,0.2,Lot Depth: 110 Lot Frontage: 75.70,"Corner,SideYards",,1950,1725,Estimated,1725,,,3,2,2,,Two,RaisedRanch,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,1,,,,,MainFlrLndry,Yes,ConnectingStairway,ConnectingStairway,,,Yes,1,AsphaltDriveway,AsphaltDriveway,,VinylSiding,,,,,
DENC526124,108 East Ave,,FeeSimple,No,No,No,,,Detached,0.18,76.00 x 100.00,,,1946,1700,Assessor,1700,0,Excellent,4,3,2,1,Two,CapeCod,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,"Dryer, Refrigerator, Stove, Washer","Dryer, Refrigerator, Stove, Washer",,UpprFlrLndry,Yes,PartiallyFinished,PartiallyFinished,,,Yes,2,AsphaltDriveway,AsphaltDriveway,Awnings,Stucco,Shingle,,"Patios,Porches",,
DENC2015500,79 Charles Dr,,FeeSimple,No,No,Yes,$120 ,Annually,Detached,0.32,54.20 x 206.20,,,1991,1400,Assessor,1400,0,,3,2,2,,One,Rancher,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,BsmtLaundry,Yes,DaylightPartial,DaylightPartial,,,Yes,2,,,,"AluminumSiding,VinylSiding",AsbestosShingle,Block,Decks,,
DENC2008954,612 W 13th St,,FeeSimple,No,No,No,,,Detached,0.11,50.00 x 100.00,,,1941,2270,Estimated,1700,570,VeryGood,3,2,2,,Two,Colonial,"Lower1,Main,Upper1",,"BuiltIns,CedarClosets,CeilngFans,ComboKitchenDining,ExposedBeams,KitchenEatIn,TubShower,WoodFloors",,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Water Heater","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Water Heater",,,Yes,PartiallyFinished,PartiallyFinished,,75,No,,AsphaltDriveway,AsphaltDriveway,StreetLights,VinylSiding,Shingle,ConcretePerimeter,"Patios,Roof",,
DENC2002356,156 Riverview Dr,,FeeSimple,No,No,No,,,Detached,0.2,68.10 x 106.30,,,1947,1400,Estimated,1400,0,,3,2,2,,Two,Colonial,Main,,,,Yes,CentralAC,NaturalGas,Central,NaturalGas,,Public,PrivateSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,"Brick,Stucco",,,,,
DENC526034,705 W 12th St,,FeeSimple,No,No,No,,,Detached,0.16,70.00 x 100.00,"FrontYard,Landscaping,Level,Open,RearYard",,1958,2313,Assessor,1500,813,Excellent,3,2,2,,One,Rancher,"Lower1,Main",,"FloorPlanTraditional,KitchenEatIn,MasterBaths,RecessedLighting,StallShower,TubShower,Wainscotting,WoodFloors",Hardwood,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,"NoSepticSystem,PublicSewer",Yes,1,"BrickFirePl,FireplaceGlassDoors,GasPropane","Dishwasher, Dryer, Dryer - Gas, Oven - Single, Oven/Range - Gas, Refrigerator, Washer, Water Heater","Dishwasher, Dryer, Dryer - Gas, Oven - Single, Oven/Range - Gas, Refrigerator, Washer, Water Heater",,"BsmtLaundry,DryerInUnit,Hookup,LowFlrLndry,WasherInUnit",Yes,"Combination,PartiallyFinished,Windows","Combination,PartiallyFinished,Windows",100,50,No,,"ConcreteDriveway,HandicapParking,Private","ConcreteDriveway,HandicapParking,Private",,"Brick,BrickFront",Shingle,,"Enclosed,Porches,Screened",,
DENC524994,18 E Burton Ave,,FeeSimple,No,No,No,,,Detached,0.19,65.00 x 125.00,"FrontYard,RearYard,SideYards",,1964,3275,Estimated,2625,650,,4,2,1,1,One,Rancher,"Lower1,Main",10,"Attic,AtticHouseFan,CeilngFans,EntryLevBedrm,FloorPlanTraditional,FormalSeparateDiningRoom,KitchenGourmet,KitchTableSpce,Pantry,RecessedLighting,TubShower,UpgradedCountertops,WoodFloors","CeramicTile,Hardwood,Laminated",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,"110Volts,150Amps,220Volts,CircuitBreakers",Public,PublicSewer,Yes,1,"BrickFirePl,Mantels,Wood","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Water Heater","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Oven/Range - Electric, Refrigerator, Stainless Steel Appliances, Water Heater",,"BsmtLaundry,Hookup",Yes,Full,Full,50,50,No,,"AsphaltDriveway,Private","AsphaltDriveway,Private","ChimneyCaps,ExteriorLighting,Sidewalks",Brick,"ArchitecturalShingle,Pitched",ConcretePerimeter,,,
DENC2010516,763 Federal School Ln,,FeeSimple,No,No,No,,,Detached,1.91,0.00 x 0.00,,,1961,1275,Assessor,1275,0,,3,1,1,,One,Rancher,Main,,,,Yes,CentralAC,Oil,HotWater,Electric,,Well,SepticExists,,0,,,,,,Yes,Full,Full,,,No,,,,,Brick,,Block,,,
DENC2002604,9 Yeates Dr,,FeeSimple,No,No,No,,,Detached,0.23,74.00 x 114.00,Level,,1969,1900,Assessor,1900,0,,4,3,2,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,No,0,,,,,,Yes,Full,Full,,,Yes,1,,,,"Brick,Frame",,,,,
DENC526700,137 Jay Dr,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 127.10,,,1952,1350,Assessor,1350,0,,4,2,2,,One,Rancher,Main,,,,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,,Public,PublicSewer,,0,,,,,,No,,,,,No,,,,,Frame,,,,,
DENC2010400,39 Dunsinane Dr,NONE AVAILABLE,FeeSimple,No,No,Yes,$25 ,Annually,Detached,0.15,,,,1960,2811,Assessor,1875,936,,3,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,,,,,,,Yes,PartiallyFinished,PartiallyFinished,,,Yes,1,,,"Sidewalks,StreetLights","Brick,VinylSiding",,ConcretePerimeter,,,
DENC2003246,50 Yale Ave,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1950,1075,Estimated,1075,0,Excellent,3,2,1,1,One,Rancher,Main,9,"Attic,BreakfastArea,CeilngFans,DiningArea,EntryLevBedrm,FamRmOffKitchen,FloorPlanOpen,FloorPlanTraditional,KitchenEatIn,KitchenIsland,TubShower,UpgradedCountertops","CeramicTile,Hardwood",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,"Dishwasher, Microwave, Oven - Self Cleaning, Oven/Range - Electric","Dishwasher, Microwave, Oven - Self Cleaning, Oven/Range - Electric",,,No,,,,,Yes,1,,,,Brick,Shingle,CrawlSpace,,,
DENC2001376,206 Bassett Ave,,FeeSimple,No,No,No,,,Detached,0.14,55.00 x 110.00,,,1953,1172,Estimated,1172,0,Good,4,2,2,,One,Rancher,"Lower1,Main",,"Carpet,CeilngFans,DiningArea,FamRmOffKitchen,FloorPlanTraditional,KitchenEatIn,KitchenGourmet,RecessedLighting,TubShower,UpgradedCountertops,WoodFloors","Carpet,CeramicTile,Hardwood",Yes,"CeilingFans,CentralAC",NaturalGas,HotWater,Electric,"150Amps,CircuitBreakers",Public,PublicSewer,No,0,,"Built-In Microwave, Built-In Range, Dishwasher, Refrigerator","Built-In Microwave, Built-In Range, Dishwasher, Refrigerator",,BsmtLaundry,Yes,"Full,InteriorAccess,PartiallyFinished,PouredConcrete","Full,InteriorAccess,PartiallyFinished,PouredConcrete",,,No,,AsphaltDriveway,AsphaltDriveway,"ExteriorLighting,Sidewalks,StreetLights","Brick,VinylSiding","Pitched,Shingle",ConcretePerimeter,,,
DENC2001110,50 Saratoga Dr,,FeeSimple,No,No,No,,,Detached,0.17,70.00 x 105.00,,,1982,2116,Assessor,1600,516,Average,3,2,1,1,Two,Colonial,"Main,Upper1",,,"Carpet,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,ConcreteDriveway,ConcreteDriveway,,"AluminumSiding,VinylSiding",Shingle,,,,
DENC527214,67 Dunsinane Dr,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,0.16,60.10 x 110.00,,,1964,2101,Assessor,1575,526,Good,4,2,2,,One,Rancher,"Lower1,Main",,KitchenEatIn,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,No,0,,"Built-In Range, Dishwasher, Disposal, Microwave, Oven/Range - Gas","Built-In Range, Dishwasher, Disposal, Microwave, Oven/Range - Gas",,LowFlrLndry,Yes,Full,Full,,,No,,,,Sidewalks,"AluminumSiding,Asbestos,VinylSiding",,,Decks,,
DENC527918,29 Gail Rd,,FeeSimple,No,No,No,,,Detached,0.13,55.00 x 100.00,,,1953,1500,Assessor,1500,0,Excellent,4,2,2,,One,Rancher,Main,,"Carpet,Pantry,StallShower,TubShower,UpgradedCountertops,WalkinClosets",Laminated,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,"110Volts,220Volts",Public,PublicSeptic,No,0,,"Built-In Microwave, Dishwasher, Disposal, Dryer, Dryer - Electric, Dryer - Front Loading, Dual Flush Toilets, Stainless Steel Appliances, Washer, Washer - Front Loading, Washer/Dryer Stacked","Built-In Microwave, Dishwasher, Disposal, Dryer, Dryer - Electric, Dryer - Front Loading, Dual Flush Toilets, Stainless Steel Appliances, Washer, Washer - Front Loading, Washer/Dryer Stacked",,MainFlrLndry,No,,,,,No,,PavedDriveway,PavedDriveway,,AluminumSiding,Shingle,,,,
DENC526164,930 Washington St,,FeeSimple,No,No,No,,,Detached,0.36,112.00 x 120.00,,,1930,2550,Assessor,2550,0,,5,3,2,1,One,Other,Main,,"CeilngFans,EntryLevBedrm,RecessedLighting",,No,None,NaturalGas,Radiator,NaturalGas,,Public,PublicSewer,,0,,"Dishwasher, Microwave, Oven/Range - Gas, Refrigerator","Dishwasher, Microwave, Oven/Range - Gas, Refrigerator",,,Yes,"Partial,SumpPump","Partial,SumpPump",,,Yes,3,,,Outbuildings,StickBuilt,,,Porches,,
DENC523806,113 W Van Buren Ave,,FeeSimple,No,No,No,,,Detached,0.11,50.00 x 100.00,,,1941,1600,Assessor,1600,0,,3,2,2,,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,No,0,,,,,BsmtLaundry,Yes,Partial,Partial,,,Yes,1,PavedDriveway,PavedDriveway,,"AluminumSiding,VinylSiding",,,,,
DENC521792,8 Meehan Ave,,FeeSimple,No,No,No,,,Detached,0.21,0.00 x 0.00,,,2016,1625,Assessor,1625,0,,3,3,3,,Two,Colonial,"Main,Upper1",7,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,"Full,FullyFinished","Full,FullyFinished",,,No,,,,,"AluminumSiding,VinylSiding",,,"Decks,Patios",,
DENC2005770,70 Landers Ln,,FeeSimple,No,No,No,,,Detached,0.19,67.00 x 125.00,,,1954,3194,Assessor,2650,544,,4,2,2,,Two,Colonial,"Lower1,Main,Upper1",,"CeilngFans,KitchenEatIn,Skylights","FullyCarpeted,Vinyl,Wood",No,WallUnit,Oil,"HotWater,WallUnit",Oil,CircuitBreakers,Public,PublicSewer,Yes,1,BrickFirePl,,,,BsmtLaundry,Yes,Partial,Partial,,,Yes,2,,,,Frame,,,Decks,,
DENC2008550,737 12th,,FeeSimple,No,No,No,,,Detached,0.15,65.00 x 100.00,"Flag,FrontYard,RearYard,SideYards",,1960,1621,Assessor,1350,271,,3,2,2,,One,Rancher,"Lower1,Main",,"CeilngFans,ComboKitchenDining,DiningArea,Efficiency,KitchenGourmet,TubShower,UpgradedCountertops,WoodFloors",,Yes,CentralAC,NaturalGas,"90ForcedAir,Central",NaturalGas,"150Amps,CircuitBreakers",Public,PublicSewer,,0,,"Built-In Microwave, Built-In Range, Dishwasher, Dryer, Microwave, Oven - Self Cleaning, Oven - Single, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Stove, Washer, Water Heater","Built-In Microwave, Built-In Range, Dishwasher, Dryer, Microwave, Oven - Self Cleaning, Oven - Single, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Stove, Washer, Water Heater",,,Yes,"Full,PartiallyFinished,Unfinished","Full,PartiallyFinished,Unfinished",,25,No,,ConcreteDriveway,ConcreteDriveway,"ExteriorLighting,Outbuildings,Sidewalks,StreetLights","AluminumSiding,Brick,VinylSiding",ArchitecturalShingle,Block,,,
DENC2005202,23 Farragut Ln,NONE AVAILABLE,FeeSimple,No,No,No,,,Detached,0.18,,,,1968,1710,Estimated,1080,630,,4,2,2,,Two,Rancher,"Lower1,Main",9,,"Hardwood,TileBrick",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,,,Stainless Steel Appliances,Stainless Steel Appliances,,,Yes,"Full,FullyFinished","Full,FullyFinished",,,No,,,,Outbuildings,"Brick,VinylSiding","Pitched,Shingle",Other,Decks,,
DENC2000564,13 Farragut Ln,,FeeSimple,No,No,No,,,Detached,0.16,61.00 x 110.00,,,1968,3230,Assessor,2150,1080,,3,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,1,,,,"Asbestos,Brick",,,"Patios,Porches",,
DENC2013764,6 Tyrone Ave,,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.09,0.00 x 0.00,,,2017,1700,Assessor,1700,0,"VeryGood,Good,Average",3,3,2,1,Two,Other,"Main,Upper1",,"Attic,Carpet,CeilngFans,FamRmOffKitchen,RecessedLighting",Carpet,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,"Built-In Microwave, Dishwasher, Refrigerator, Stainless Steel Appliances","Built-In Microwave, Dishwasher, Refrigerator, Stainless Steel Appliances",,,Yes,"Full,Unfinished","Full,Unfinished",,,Yes,1,,,,"AluminumSiding,VinylSiding",ArchitecturalShingle,Block,,,
DENC2007576,19 Holden Dr,,FeeSimple,No,No,No,,,Detached,0.18,60.00 x 125.00,,,1959,1732,Assessor,1300,432,,4,2,2,,One,Rancher,Main,,,,Yes,CentralAC,Electric,Central,NaturalGas,,Public,NoSepticSystem,,0,,,,,,Yes,FullyFinished,FullyFinished,,,No,,,,,Asbestos,,Other,,,
DENC2015364,12 Boston Pl,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,Level,,1949,1325,Assessor,1325,0,,4,2,2,,OneandaHalf,Rancher,"Main,Upper1",8,"KitchenEatIn,MasterBaths,StallShower","FullyCarpeted,TileBrick",Yes,CentralAC,NaturalGas,HeatPumps,NaturalGas,100AmpService,Public,PublicSewer,No,0,,Built-In Range,Built-In Range,,MainFlrLndry,No,,,,,Yes,2,,,"ExteriorLighting,Sidewalks","AluminumSiding,VinylSiding",Pitched,Slab,Patios,,
DENC2001592,5 Mifflin Ave,,FeeSimple,No,No,No,,,Detached,0.12,0.00 x 0.00,,,2009,1425,Assessor,1425,0,VeryGood,3,3,2,1,Two,Colonial,"Main,Upper1",,"BreakfastArea,CeilngFans,ComboKitchenDining,DiningArea,FamRmOffKitchen,KitchenEatIn,WalkinClosets","Carpet,Laminated,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,No,0,,"Dishwasher, Disposal, Oven/Range - Gas, Water Heater","Dishwasher, Disposal, Oven/Range - Gas, Water Heater",,BsmtLaundry,Yes,Full,Full,,,Yes,1,,,ExteriorLighting,"AluminumSiding,VinylSiding",Shingle,,,,
DENC524856,10 Caxton Dr,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1960,2589,Assessor,1725,864,,3,2,2,,One,Rancher,"Lower1,Main",,,"Carpet,Laminated",No,HeatPumps,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,No,,,,,VinylSiding,ArchitecturalShingle,,,,
DENC2003274,127 N Katrin Cir,NONE AVAILABLE,FeeSimple,No,No,Yes,$165 ,Annually,Detached,0.01,52 x 110,,,2000,1745,Assessor,1175,570,,3,2,1,1,Two,Colonial,"Main,Upper1",6,"ComboKitchenDining,Pantry,RecessedLighting",,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,No,,,,,,BsmtLaundry,Yes,Full,Full,,,Yes,1,PavedParking,PavedParking,"Sidewalks,StreetLights",VinylSiding,,Other,Decks,,
DENC2000758,107 E Franklin Ave,,FeeSimple,No,No,No,,,Detached,0.12,50.00 x 100.10,Level,,1941,1500,Assessor,1500,0,Excellent,3,2,1,1,Two,Colonial,Main,8,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,NoSepticSystem,No,0,,,,,BsmtLaundry,Yes,"Full,Partial","Full,Partial",,,No,,AsphaltDriveway,AsphaltDriveway,,"Brick,VinylSiding","Pitched,Shingle",,,,
DENC2018802,701 Central Ave,,FeeSimple,No,No,No,,,Detached,0.23,100.00 x 100.00,,,1951,1964,Assessor,1475,489,,2,2,1,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NatGasAvail,ForcedAir,NaturalGas,,Public,PublicSewer,,1,,,,,,Yes,Full,Full,,,No,,,,,Brick,,Block,,,
DENC2009832,6 W Edinburgh Dr,,FeeSimple,No,No,No,,,Detached,0.14,60.70 x 113.20,"FrontYard,RearYard",,1960,2664,Assessor,1800,864,,4,2,1,1,One,Rancher,"Lower1,Main",7,"ButlersPantry,KitchenEatIn","FullyCarpeted,Vinyl",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,No,0,,Dishwasher,Dishwasher,,LowFlrLndry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",1,,No,,,,,VinylSiding,"Pitched,Shingle",Block,,,
DENC2003704,51 E Edinburgh Dr,,FeeSimple,No,No,No,,,Detached,0.15,60.00 x 110.00,,,1962,2250,Assessor,2250,,,4,2,2,,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,PartiallyFinished,PartiallyFinished,,,No,,,,,Brick,,,,"AboveGround,Saltwater",
DENC2018628,54 Landers Ln,,FeeSimple,No,No,No,,,Detached,0.2,89.00 x 100.80,"FrontYard,RearYard,SideYards",,1959,2069,Assessor,1725,344,Good,3,2,1,1,Two,"Colonial,SplitLevel","Lower1,Main,Upper1",,"Attic,CeilngFans,FormalSeparateDiningRoom,StallShower,WoodFloors","CeramicTile,Hardwood",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,Yes,1,"BrickFirePl,Wood","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Oven/Range - Electric, Stainless Steel Appliances","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Oven/Range - Electric, Stainless Steel Appliances",,BsmtLaundry,Yes,"Full,SumpPump","Full,SumpPump",,,Yes,1,,,,"AluminumSiding,Brick,VinylSiding","Pitched,Shingle",Other,"Enclosed,Porches",,
