MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
DENC523676,439000.0,19707,WHITEBRIAR,Red Clay Consolidated,Yes,Detached,0.54,1963.0,2325.0,2325.0,0.0,4.0,4.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,PropaneOwned,ForcedAir,Propane,Public,PublicSewer,Yes,Yes,"Brick,Frame",45.0,198.9,23522,0.54,1963
DENC511656,400000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.29,1984.0,1900.0,1900.0,0.0,3.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,"Oil,PropaneLeased","Central,ForcedAir",Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",80.0,158.4,12632,0.29,1984
DENC512892,499900.0,19707,HORSESHOE HILLS,Red Clay Consolidated,Yes,Detached,9.2,1949.0,1900.0,1900.0,0.0,4.0,3.0,2.0,OneandaHalf,RaisedRanch,"Lower1,Lower2,Main",No,WallUnit,Oil,HotWater,Oil,Well,GravitySeptFld,Yes,Yes,Concrete,0.0,0.0,400752,9.2,2022
DENC517836,399900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.25,1981.0,2325.0,2325.0,0.0,4.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,Central,Electric,Public,PublicSeptic,Yes,Yes,"Brick,VinylSiding",92.0,133.4,10890,0.25,1983
DENC521768,418000.0,19707,TRAD AT PIKE CREEK,Red Clay Consolidated,Yes,End of Row/Townhouse,0.05,2014.0,2375.0,2375.0,0.0,3.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSeptic,No,Yes,"AluminumSiding,Stone,VinylSiding",0.0,0.0,2178,0.05,2014
DENC511396,449900.0,19707,CHARTER OAKS,Red Clay Consolidated,Yes,Detached,0.41,1976.0,2500.0,2500.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,80.0,138.5,17860,0.41,1976
DENC504986,425000.0,19707,HAMPTON POINTE,Red Clay Consolidated,No,Detached,0.44,1992.0,2975.0,2975.0,0.0,4.0,3.0,2.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Frame,Stone",169.3,110.0,19166,0.44,1992
DENC518016,415000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.24,1984.0,2200.0,2200.0,0.0,4.0,3.0,2.0,Two,Colonial,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",83.6,131.0,10454,0.24,1984
DENC504166,409900.0,19707,ADARE VILLAGE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.12,2003.0,2700.0,1489.0,1211.0,2.0,3.0,2.0,Two,"Colonial,Traditional","Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",0.0,0.0,5227,0.12,2003
DENC504068,475000.0,19707,HAMPTON POINTE,Red Clay Consolidated,Yes,Detached,0.63,1991.0,4100.0,3100.0,1000.0,4.0,4.0,3.0,Two,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",110.0,251.0,27443,0.63,1991
DENC521488,399900.0,19707,STENNING WOODS,Red Clay Consolidated,No,Twin/Semi-Detached,0.22,1990.0,2700.0,2700.0,0.0,3.0,3.0,2.0,Two,CarriageHouse,"Main,Upper1",Yes,CentralAC,Central,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",69.1,160.5,9583,0.22,1990
DENC505414,419900.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,1.76,1969.0,2300.0,2300.0,0.0,4.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Well,OnSiteSeptic,Yes,Yes,Brick,170.8,457.4,76666,1.76,1969
DENC507112,435000.0,19707,CHARTER OAKS,Red Clay Consolidated,Yes,Detached,0.31,1979.0,3196.0,2713.0,483.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,"Electric,Oil","ForcedAir,HeatPumpOilBackUp",Electric,Public,PublicSewer,Yes,Yes,VinylSiding,93.1,161.8,13504,0.31,1979
DENC501884,445000.0,19707,WALKER FARM ESTATE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.07,2017.0,2575.0,2575.0,0.0,3.0,4.0,3.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",0.0,0.0,3049,0.07,2017
DENC501050,449900.0,19707,WALKER FARM ESTATE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,2017.0,2984.0,2984.0,0.0,3.0,4.0,2.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,InstantHotWater,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding",0.0,0.0,2178,0.05,2017
DENC513194,439900.0,19707,WALKER FARM ESTATE,Red Clay Consolidated,Yes,End of Row/Townhouse,0.08,2016.0,2622.0,2622.0,0.0,3.0,4.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"Stone,VinylSiding",0.0,0.0,3485,0.08,2016
DENC512718,440000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,No,Detached,0.3,1981.0,2525.0,2525.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",134.3,112.5,13068,0.3,1981
DENC521754,389000.0,19707,STUYVESANT HILLS,Red Clay Consolidated,Yes,Detached,0.38,1984.0,2175.0,2175.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",111.3,150.0,16553,0.38,1984
DENC511836,535000.0,19707,HAWKES AERIE,Red Clay Consolidated,No,Detached,0.48,1994.0,3950.0,2950.0,1000.0,4.0,4.0,4.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",70.8,135.0,20909,0.48,1994
DENC505652,439900.0,19707,CHARTER OAKS,Red Clay Consolidated,No,Detached,0.39,1980.0,2825.0,2825.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",116.4,170.1,16988,0.39,1980
DENC505588,445000.0,19707,CHARTER OAKS,Red Clay Consolidated,Yes,Detached,0.51,1976.0,3947.0,2747.0,1200.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,"NatGasAvail,Oil",ForcedAir,Other,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",239.5,176.3,22216,0.51,1976
DENC510940,489000.0,19707,BRACKENVILLE,Red Clay Consolidated,No,Detached,1.02,1965.0,2500.0,2500.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,44431,1.02,1965
DENC502926,450000.0,19707,WELLINGTON HILLS,Red Clay Consolidated,No,Detached,0.59,1963.0,3507.0,2475.0,1032.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,Other,Well,PublicSewer,Yes,Yes,"Brick,VinylSiding",172.7,150.0,25700,0.59,1963
DENC519844,429900.0,19707,STENNING WOODS,Red Clay Consolidated,No,Twin/Semi-Detached,0.25,1991.0,2850.0,2850.0,0.0,3.0,3.0,2.0,Two,CarriageHouse,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",81.5,120.0,10890,0.25,1991
DENC524264,445000.0,19707,STONERIDGE,Red Clay Consolidated,Yes,Detached,0.5,1983.0,2250.0,2250.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",145.4,154.7,21780,0.5,1983
DENC506418,449900.0,19707,WELLINGTON HILLS,Red Clay Consolidated,Yes,Detached,0.56,1974.0,3325.0,3325.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Other,Well,PublicSewer,Yes,Yes,BrickFront,131.6,197.7,24394,0.56,1974
DENC518040,500000.0,19707,FOX HOLLOW,Red Clay Consolidated,Yes,Detached,0.26,1990.0,3322.0,2750.0,572.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,Yes,Stucco,92.0,125.0,11326,0.26,1990
DENC508134,449900.0,19707,CAMERON HILLS,Red Clay Consolidated,Yes,Detached,0.52,1987.0,3200.0,3200.0,0.0,3.0,3.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,Zoned,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",153.1,210.5,22651,0.52,1987
DENC506144,450000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Detached,0.26,1980.0,3550.0,2925.0,625.0,5.0,4.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",116.3,144.4,11326,0.26,1980
DENC506688,464000.0,19707,VALLEY VIEW,Red Clay Consolidated,No,Detached,1.0,1972.0,2825.0,2825.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,"90ForcedAir,HeatPumps",Electric,Well,OnSiteSeptic,Yes,Yes,"Brick,Frame",0.0,0.0,43560,1.0,1972
DENC521812,460000.0,19707,WELLINGTON HILLS,Red Clay Consolidated,Yes,Detached,0.5,1985.0,2500.0,2500.0,0.0,4.0,3.0,2.0,Three,Colonial,"Main,Upper1",Yes,CentralAC,"Electric,NatGasAvail",HeatPumps,Electric,Well,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",136.1,160.0,21780,0.5,1985
DENC509114,479900.0,19707,HOCKESSIN GREENE,Red Clay Consolidated,Yes,Detached,0.54,1990.0,2775.0,2775.0,0.0,4.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding",125.2,195.0,23522,0.54,1990
DENC503206,469900.0,19707,VILLAGE OF MANLEY,Red Clay Consolidated,Yes,Detached,0.56,1986.0,2350.0,2350.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,123.5,186.6,24394,0.56,1986
DENC501370,469900.0,19707,WESTWOODS,Red Clay Consolidated,Yes,Detached,0.29,1993.0,2575.0,2575.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,118.9,135.0,12632,0.29,1993
DENC508392,479900.0,19707,BELLA VISTA,Red Clay Consolidated,Yes,Detached,0.61,1985.0,2800.0,2800.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",220.4,205.0,26572,0.61,1985
DENC505236,525000.0,19707,VALLEBROOK,Red Clay Consolidated,Yes,Detached,0.34,1992.0,3400.0,3400.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",120.0,125.0,14810,0.34,1992
DENC505346,475000.0,19707,CHARTER OAKS,Red Clay Consolidated,Yes,Detached,0.45,1985.0,2700.0,2700.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,"NatGasAvail,Oil",ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",107.6,148.4,19602,0.45,1985
DENC522612,479900.0,19707,PIERSONS RIDGE,Red Clay Consolidated,Yes,Detached,0.35,1991.0,2250.0,2250.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",79.5,166.4,15246,0.35,1991
DENC500364,484500.0,19707,HOCKESSIN HUNT,Red Clay Consolidated,Yes,Detached,0.52,1988.0,2950.0,2800.0,150.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Combination,Stucco",175.9,126.2,22651,0.52,1988
DENC506714,449900.0,19707,BELLA VISTA,Red Clay Consolidated,Yes,Detached,1.04,1987.0,3125.0,3125.0,0.0,5.0,4.0,2.0,Two,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"Frame,Stone",59.9,291.1,45302,1.04,1987
DENC504398,485000.0,19707,STUYVESANT HILLS,Red Clay Consolidated,No,Detached,0.43,1982.0,3450.0,3450.0,0.0,5.0,3.0,3.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",126.1,140.0,18731,0.43,1982
DENC517466,485000.0,19707,HOCKESSIN HUNT,Red Clay Consolidated,Yes,Detached,0.51,1988.0,2550.0,2550.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",123.9,199.6,22216,0.51,1988
DENC507898,489900.0,19707,STUYVESANT HILLS,Red Clay Consolidated,No,Detached,0.38,1984.0,2400.0,2400.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,Other,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",108.0,155.2,16553,0.38,1984
DENC497638,504900.0,19707,HAMPTON POINTE,Red Clay Consolidated,Yes,Detached,0.5,1993.0,4100.0,2900.0,1200.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",75.1,203.0,21780,0.5,1993
DENC511352,510000.0,19707,WELLINGTON HILLS,Red Clay Consolidated,No,Detached,0.68,1971.0,3025.0,3025.0,0.0,5.0,4.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,"Electric,NaturalGas",ForcedAir,"Electric,NaturalGas",Well,PublicSewer,Yes,Yes,VinylSiding,183.0,165.4,29621,0.68,1971
DENC511190,489500.0,19707,STUYVESANT HILLS,Red Clay Consolidated,Yes,Detached,0.43,1984.0,3981.0,2775.0,1206.0,4.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",111.1,170.1,18731,0.43,1984
DENC503724,479000.0,19707,WESTWOODS,Red Clay Consolidated,Yes,Detached,0.31,1993.0,3050.0,2600.0,450.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,60.8,135.4,13504,0.31,1993
DENC523130,499500.0,19707,SKYLINE ORCHARD,Red Clay Consolidated,Yes,Detached,2.28,1966.0,4544.0,3225.0,1319.0,4.0,3.0,2.0,Two,Contemporary,"Lower1,Main",Yes,CentralAC,PropaneLeased,90ForcedAir,Propane,Well,OnSiteSeptic,Yes,Yes,Cedar,60.0,654.5,99317,2.28,1966
DENC509168,484900.0,19707,WESTWOODS,Red Clay Consolidated,Yes,Detached,0.39,1998.0,4080.0,2700.0,1380.0,4.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,VinylSiding,82.3,181.5,16988,0.39,1998
DENC507814,507000.0,19707,HOCKESSIN HUNT,Red Clay Consolidated,No,Detached,0.57,1988.0,3233.0,2600.0,633.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",52.5,215.0,24829,0.57,1988
DENC507884,489900.0,19707,HEATHER VALLEY,Red Clay Consolidated,No,Detached,0.83,1974.0,3500.0,3500.0,0.0,4.0,4.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,"ForcedAir,HeatPumpOilBackUp",Electric,Well,PublicSewer,Yes,Yes,"AluminumSiding,Brick",209.4,240.7,36155,0.83,1974
DENC507160,545000.0,19707,CANTERBURY HILLS,Red Clay Consolidated,No,Detached,0.37,1969.0,3700.0,2700.0,1000.0,4.0,3.0,3.0,Three,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",133.0,119.5,16117,0.37,1969
DENC509266,515000.0,19707,BELLE TERRE,Red Clay Consolidated,Yes,Detached,0.52,1989.0,3867.0,3075.0,792.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",152.0,220.0,22651,0.52,1989
DENC501128,548000.0,19707,HOCKESSIN CHASE,Red Clay Consolidated,Yes,Detached,0.29,2000.0,3420.0,2600.0,820.0,4.0,4.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Stucco,100.0,125.0,12632,0.29,2000
DENC524716,500000.0,19707,SNUG HILL,Red Clay Consolidated,No,Detached,1.8,1986.0,3700.0,3700.0,0.0,5.0,4.0,4.0,One,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,PropaneOwned,HeatPumps,NaturalGas,Well,OnSiteSeptic,Yes,Yes,"Frame,Stone",134.9,366.6,78408,1.8,1986
DENC522974,474900.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,2.19,1973.0,2775.0,2775.0,0.0,4.0,3.0,3.0,OneandaHalf,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,Other,ForcedAir,Other,Well,OnSiteSeptic,Yes,Yes,Brick,0.0,0.0,95396,2.19,1973
DENC521496,499000.0,19707,HOCKESSIN HUNT,Red Clay Consolidated,No,Detached,0.81,1989.0,2800.0,2800.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",52.5,250.8,35284,0.81,1989
DENC512050,565000.0,19707,BRACKENVILLE WOODS,Red Clay Consolidated,Yes,Detached,0.49,1981.0,3900.0,3900.0,0.0,4.0,4.0,3.0,Three,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Frame,Stone,T111",66.0,252.6,21344,0.49,1981
DENC510740,525000.0,19707,LARCHMONT,Red Clay Consolidated,No,Detached,1.16,1986.0,2750.0,2750.0,0.0,4.0,3.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,PropaneLeased,ForcedAir,Propane,Well,OnSiteSeptic,Yes,Yes,"Brick,VinylSiding",170.0,306.8,50530,1.16,1986
DENC508258,535000.0,19707,BELLA VISTA,Red Clay Consolidated,Yes,Detached,0.69,1987.0,4849.0,3975.0,874.0,5.0,3.0,2.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone",54.4,226.3,30056,0.69,1987
DENC510744,549900.0,19707,HILLS OF HOCKESSIN,Red Clay Consolidated,Yes,Detached,0.38,2004.0,2900.0,2900.0,0.0,5.0,3.0,3.0,Two,"Colonial,Traditional","Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"BattsInsulation,BrickFront,Stucco",54.0,156.9,16553,0.38,2004
DENC498278,589900.0,19707,SNUG HILL,Red Clay Consolidated,No,Detached,1.1,1986.0,3950.0,3950.0,0.0,4.0,3.0,3.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,BioFuel,"ForcedAir,HeatPumpOilBackUp",Electric,Well,ApprovedSystem,Yes,Yes,"AluminumSiding,Brick,VinylSiding",69.9,237.8,47916,1.1,1986
DENC505302,575000.0,19707,QUAKER LEA VILLAS,Red Clay Consolidated,No,Detached,0.66,1990.0,6132.0,3800.0,2332.0,4.0,5.0,3.0,Two,Contemporary,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,Yes,"Stone,WoodSiding",181.2,189.3,28750,0.66,1990
DENC520758,574900.0,19707,WESTOVER CHASE,Red Clay Consolidated,Yes,Detached,0.71,1988.0,3150.0,3150.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",54.1,188.0,30928,0.71,1988
DENC520020,575000.0,19707,RESERVE AT HOCKESSIN,Red Clay Consolidated,Yes,Detached,0.53,2006.0,3875.0,3875.0,0.0,4.0,4.0,3.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Stucco,0.0,0.0,23087,0.53,2006
DENC511418,619000.0,19707,BRACKENVILLE WOODS,Red Clay Consolidated,Yes,Detached,0.53,1981.0,3725.0,3725.0,0.0,4.0,4.0,3.0,Two,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,PropaneOwned,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding,WoodSiding",47.0,202.3,23087,0.53,1981
DENC519256,590000.0,19707,FOX HOLLOW,Red Clay Consolidated,Yes,Detached,0.26,1995.0,2900.0,2900.0,0.0,4.0,3.0,2.0,Two,"Colonial,Traditional","Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"StickBuilt,Stucco",92.0,125.0,11326,0.26,1995
DENC526646,275000.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,1.0,1830.0,1500.0,1500.0,0.0,4.0,2.0,2.0,Two,Colonial,Upper1,No,None,"Electric,PropaneOwned",BaseboardElectric,Electric,Well,PublicSewer,No,No,WoodSiding,238.6,300.3,43560,1.0,1830
DENC2001448,215000.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.14,1900.0,850.0,850.0,0.0,2.0,1.0,1.0,Two,"Colonial,FarmhouseNationalFolk",Main,No,WindowUnits,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Asbestos,VinylSiding",31.7,189.0,6098,0.14,1900
DENC2017936,249923.0,19707,YORKLYN RIDGE,Red Clay Consolidated,No,Detached,0.68,1923.0,1325.0,1325.0,0.0,3.0,1.0,1.0,Three,Victorian,"Main,Upper1,Upper2",No,None,Oil,Radiator,Electric,Well,OnSiteSeptic,Yes,No,Frame,100.0,300.0,29621,0.68,1923
DENC2004206,250000.0,19707,GATEWAY FARMS,Red Clay Consolidated,No,Detached,0.52,1965.0,1575.0,1575.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",85.9,152.8,22651,0.52,1965
DENC2000866,280000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1987.0,1375.0,1375.0,0.0,2.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick",18.0,130.2,2178,0.05,1987
DENC2009952,279900.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1986.0,1775.0,1775.0,0.0,3.0,3.0,2.0,TwoandaHalf,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",18.0,129.3,2178,0.05,1986
DENC2005196,289900.0,19707,VALLEY POINT,Red Clay Consolidated,Yes,End of Row/Townhouse,0.07,1998.0,1920.0,1600.0,320.0,3.0,3.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",28.3,112.5,3049,0.07,1998
DENC523474,325000.0,19707,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.21,1929.0,1925.0,1925.0,0.0,3.0,1.0,1.0,Two,Traditional,"Main,Upper1",No,WallUnit,NaturalGas,BaseboardHotWater,Oil,Public,PublicSewer,Yes,Yes,"AluminumSiding,Frame,VinylSiding",70.0,131.2,9147,0.21,1929
DENC2015348,287000.0,19707,COFFEE RUN,Red Clay Consolidated,No,Unit/Flat/Apartment,0.0,1977.0,2075.0,2075.0,0.0,2.0,2.0,2.0,Five,"Other,Traditional",Main,Yes,CentralAC,Electric,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,No,No,Brick,0.0,0.0,0,0.0,1977
DENC528222,285000.0,19707,MENDENHALL VILLAGE,Red Clay Consolidated,Yes,Interior Row/Townhouse,0.05,1985.0,1775.0,1775.0,0.0,3.0,4.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",18.0,120.0,2178,0.05,1985
